Subject,Trial,Angle,Matching,Response,Time,Correct,Age,Sex
31,47,0,1,b,1442,1,26,M
31,48,50,1,b,2603,1,26,M
31,49,100,0,n,2779,1,26,M
31,50,150,0,n,3532,1,26,M
31,51,0,1,b,1248,1,26,M
31,52,0,0,n,2111,1,26,M
31,53,100,1,b,4562,1,26,M
31,54,50,0,n,1459,1,26,M
31,55,150,1,b,5263,1,26,M
31,56,50,1,b,3996,1,26,M
31,57,150,0,n,3937,1,26,M
31,58,100,0,n,3879,1,26,M
31,59,150,1,b,5681,1,26,M
31,60,100,1,b,4022,1,26,M
31,61,0,1,b,1368,1,26,M
31,62,0,0,n,3966,1,26,M
31,63,50,0,n,1617,1,26,M
31,64,50,1,b,2876,1,26,M
31,65,150,0,n,4212,1,26,M
31,66,0,1,b,1004,1,26,M
31,67,150,1,n,4978,0,26,M
31,68,0,0,n,3877,1,26,M
31,69,50,0,n,1590,1,26,M
31,70,50,1,b,2986,1,26,M
31,71,100,1,n,7299,0,26,M
31,72,100,0,n,3338,1,26,M
31,74,100,0,n,2945,1,26,M
31,75,150,1,b,3743,1,26,M
31,76,0,0,n,2354,1,26,M
31,77,0,1,b,1687,1,26,M
31,78,50,1,b,6769,1,26,M
31,79,50,0,n,2139,1,26,M
31,80,150,0,b,2609,0,26,M
31,81,50,0,b,5357,0,26,M
31,82,0,1,b,1081,1,26,M
31,83,150,0,n,4818,1,26,M
31,84,50,1,b,2922,1,26,M
31,85,100,1,b,5705,1,26,M
31,86,0,0,n,3559,1,26,M
31,87,150,1,n,5294,0,26,M
31,88,100,0,n,6204,1,26,M
31,89,100,0,b,4347,0,26,M
31,90,50,1,b,4469,1,26,M
31,91,0,1,b,884,1,26,M
31,92,150,1,b,3982,1,26,M
31,93,150,0,n,4601,1,26,M
31,94,50,0,n,1596,1,26,M
31,95,100,1,n,5137,0,26,M
31,96,0,0,n,2070,1,26,M
10,1,0,0,n,4593,1,20,F
10,2,150,0,n,5214,1,20,F
10,3,150,1,b,3745,1,20,F
10,5,50,1,n,3367,0,20,F
10,6,50,0,n,3203,1,20,F
10,7,100,0,n,6480,1,20,F
10,8,0,1,b,1331,1,20,F
10,9,150,0,n,6014,1,20,F
10,10,150,1,n,3622,0,20,F
10,11,50,0,n,4031,1,20,F
10,12,0,0,n,1379,1,20,F
10,13,0,1,b,1812,1,20,F
10,14,100,0,n,3465,1,20,F
10,15,100,1,b,5930,1,20,F
10,18,150,1,n,2982,0,20,F
10,19,50,0,n,1994,1,20,F
10,20,50,1,b,1578,1,20,F
10,21,100,0,n,4534,1,20,F
10,22,0,0,n,1380,1,20,F
10,23,0,1,b,1687,1,20,F
10,24,150,0,n,2509,1,20,F
10,25,150,0,n,2556,1,20,F
10,26,50,0,n,5280,1,20,F
10,28,100,1,n,3946,0,20,F
10,29,0,1,b,1000,1,20,F
10,30,0,0,n,1686,1,20,F
10,31,150,1,n,3598,0,20,F
10,32,100,0,n,4577,1,20,F
10,33,50,1,b,3717,1,20,F
10,34,100,1,n,6542,0,20,F
10,35,150,1,n,6042,0,20,F
10,36,0,0,n,1827,1,20,F
10,37,100,1,b,4686,1,20,F
10,38,150,0,b,5282,0,20,F
10,39,0,1,b,1357,1,20,F
10,40,50,0,n,4601,1,20,F
10,41,150,1,b,3516,1,20,F
10,42,0,0,n,3220,1,20,F
10,43,100,1,b,7454,1,20,F
10,44,150,0,b,5791,0,20,F
10,45,50,0,n,1692,1,20,F
10,46,100,0,n,4066,1,20,F
10,47,0,1,b,1034,1,20,F
10,48,50,1,b,2836,1,20,F
10,49,100,0,n,1924,1,20,F
10,50,150,0,n,4835,1,20,F
10,51,0,1,b,932,1,20,F
10,52,0,0,n,1762,1,20,F
10,53,100,1,n,5567,0,20,F
10,54,50,0,n,1586,1,20,F
10,55,150,1,n,4095,0,20,F
10,56,50,1,b,1718,1,20,F
10,57,150,0,n,2122,1,20,F
10,58,100,0,n,6337,1,20,F
10,59,150,1,b,4381,1,20,F
10,60,100,1,n,6980,0,20,F
10,61,0,1,b,1055,1,20,F
10,62,0,0,n,1632,1,20,F
10,63,50,0,n,1536,1,20,F
10,64,50,1,b,1836,1,20,F
10,65,150,0,n,2694,1,20,F
10,66,0,1,b,1539,1,20,F
10,68,0,0,n,2467,1,20,F
10,69,50,0,n,3979,1,20,F
10,70,50,1,b,1070,1,20,F
10,71,100,1,b,3614,1,20,F
10,72,100,0,n,6315,1,20,F
10,73,100,1,b,4025,1,20,F
10,74,100,0,n,4201,1,20,F
10,75,150,1,b,5124,1,20,F
10,76,0,0,n,5059,1,20,F
10,77,0,1,b,1253,1,20,F
10,78,50,1,b,3270,1,20,F
10,79,50,0,n,4659,1,20,F
10,80,150,0,b,4895,0,20,F
10,81,50,0,n,3899,1,20,F
10,82,0,1,b,1436,1,20,F
10,83,150,0,n,2965,1,20,F
10,84,50,1,b,5778,1,20,F
10,85,100,1,n,6069,0,20,F
10,86,0,0,n,2166,1,20,F
10,87,150,1,n,5106,0,20,F
10,88,100,0,n,4706,1,20,F
10,89,100,0,n,5033,1,20,F
10,90,50,1,b,3481,1,20,F
10,91,0,1,b,929,1,20,F
10,92,150,1,b,5382,1,20,F
10,93,150,0,b,6668,0,20,F
10,94,50,0,n,2171,1,20,F
10,95,100,1,b,3234,1,20,F
10,96,0,0,n,4008,1,20,F
45,1,0,0,n,5198,1,19,F
45,2,150,0,n,3703,1,19,F
45,3,150,1,b,4895,1,19,F
45,4,100,1,b,5536,1,19,F
45,5,50,1,b,3168,1,19,F
45,6,50,0,n,3126,1,19,F
45,7,100,0,n,4942,1,19,F
45,8,0,1,b,1280,1,19,F
45,10,150,1,n,4062,0,19,F
45,11,50,0,n,5499,1,19,F
45,12,0,0,n,2635,1,19,F
45,13,0,1,b,1202,1,19,F
45,15,100,1,b,6238,1,19,F
45,16,50,1,b,4655,1,19,F
45,17,100,0,n,6725,1,19,F
45,19,50,0,b,6283,0,19,F
45,20,50,1,b,3455,1,19,F
45,21,100,0,n,4449,1,19,F
45,22,0,0,n,1958,1,19,F
45,23,0,1,b,1410,1,19,F
45,24,150,0,n,5135,1,19,F
45,25,150,0,n,3766,1,19,F
45,26,50,0,n,2657,1,19,F
45,27,50,1,b,4546,1,19,F
45,28,100,1,b,5440,1,19,F
45,29,0,1,b,1061,1,19,F
45,30,0,0,n,2993,1,19,F
45,31,150,1,b,5763,1,19,F
45,33,50,1,b,5121,1,19,F
45,34,100,1,b,3672,1,19,F
45,35,150,1,b,5297,1,19,F
45,36,0,0,n,1124,1,19,F
45,37,100,1,b,4935,1,19,F
45,38,150,0,n,3730,1,19,F
45,39,0,1,b,968,1,19,F
45,40,50,0,n,1836,1,19,F
45,41,150,1,b,5495,1,19,F
45,42,0,0,n,1893,1,19,F
45,43,100,1,n,6748,0,19,F
45,44,150,0,n,3666,1,19,F
45,45,50,0,n,1692,1,19,F
45,46,100,0,n,5498,1,19,F
45,47,0,1,b,1458,1,19,F
45,48,50,1,b,1849,1,19,F
45,49,100,0,n,4283,1,19,F
45,50,150,0,b,2760,0,19,F
45,51,0,1,b,1211,1,19,F
45,52,0,0,n,1379,1,19,F
45,53,100,1,b,3985,1,19,F
45,54,50,0,n,923,1,19,F
45,55,150,1,b,4644,1,19,F
45,56,50,1,b,1010,1,19,F
45,57,150,0,n,1213,1,19,F
45,58,100,0,n,2735,1,19,F
45,59,150,1,b,3014,1,19,F
45,60,100,1,b,3535,1,19,F
45,61,0,1,b,1330,1,19,F
45,62,0,0,n,1569,1,19,F
45,63,50,0,n,1750,1,19,F
45,64,50,1,b,2240,1,19,F
45,65,150,0,n,3541,1,19,F
45,66,0,1,b,944,1,19,F
45,67,150,1,n,2662,0,19,F
45,68,0,0,n,2166,1,19,F
45,69,50,0,n,2164,1,19,F
45,70,50,1,b,2325,1,19,F
45,71,100,1,b,2012,1,19,F
45,72,100,0,n,5041,1,19,F
45,73,100,1,b,3097,1,19,F
45,74,100,0,n,3519,1,19,F
45,75,150,1,b,3997,1,19,F
45,76,0,0,n,3071,1,19,F
45,77,0,1,b,2017,1,19,F
45,78,50,1,b,1773,1,19,F
45,79,50,0,n,965,1,19,F
45,80,150,0,b,3228,0,19,F
45,81,50,0,n,5051,1,19,F
45,82,0,1,b,1056,1,19,F
45,83,150,0,n,1546,1,19,F
45,84,50,1,b,1533,1,19,F
45,85,100,1,b,6539,1,19,F
45,86,0,0,n,2645,1,19,F
45,87,150,1,b,6448,1,19,F
45,88,100,0,n,2052,1,19,F
45,89,100,0,n,4461,1,19,F
45,90,50,1,b,1604,1,19,F
45,91,0,1,b,983,1,19,F
45,92,150,1,b,3138,1,19,F
45,93,150,0,n,4158,1,19,F
45,94,50,0,n,1243,1,19,F
45,95,100,1,b,1360,1,19,F
45,96,0,0,n,4008,1,19,F
14,1,0,0,n,1182,1,21,M
14,2,150,0,n,1976,1,21,M
14,3,150,1,b,1523,1,21,M
14,4,100,1,b,1523,1,21,M
14,5,50,1,b,2232,1,21,M
14,6,50,0,n,1993,1,21,M
14,7,100,0,n,1861,1,21,M
14,8,0,1,b,1067,1,21,M
14,9,150,0,n,2498,1,21,M
14,10,150,1,b,1655,1,21,M
14,11,50,0,n,2424,1,21,M
14,12,0,0,n,1597,1,21,M
14,13,0,1,b,1021,1,21,M
14,14,100,0,n,2553,1,21,M
14,15,100,1,b,1750,1,21,M
14,16,50,1,b,1970,1,21,M
14,17,100,0,n,1790,1,21,M
14,18,150,1,b,1986,1,21,M
14,19,50,0,n,1614,1,21,M
14,20,50,1,b,1678,1,21,M
14,21,100,0,n,1958,1,21,M
14,22,0,0,n,1681,1,21,M
14,23,0,1,b,1460,1,21,M
14,24,150,0,n,2462,1,21,M
14,25,150,0,n,1857,1,21,M
14,26,50,0,n,1810,1,21,M
14,27,50,1,b,1149,1,21,M
14,28,100,1,b,2049,1,21,M
14,29,0,1,b,1234,1,21,M
14,30,0,0,n,1204,1,21,M
14,31,150,1,n,2535,0,21,M
14,32,100,0,n,2757,1,21,M
14,33,50,1,b,1306,1,21,M
14,34,100,1,b,2674,1,21,M
14,35,150,1,b,1705,1,21,M
14,36,0,0,n,1359,1,21,M
14,37,100,1,b,3827,1,21,M
14,38,150,0,n,1426,1,21,M
14,39,0,1,b,1468,1,21,M
14,40,50,0,n,1157,1,21,M
14,41,150,1,b,1578,1,21,M
14,42,0,0,n,1117,1,21,M
14,43,100,1,b,1678,1,21,M
14,44,150,0,b,1612,0,21,M
14,45,50,0,n,1032,1,21,M
14,46,100,0,n,1487,1,21,M
14,47,0,1,b,1127,1,21,M
14,48,50,1,b,1878,1,21,M
14,49,100,0,n,1516,1,21,M
14,50,150,0,n,1359,1,21,M
14,51,0,1,b,1041,1,21,M
14,52,0,0,n,1099,1,21,M
14,53,100,1,b,1594,1,21,M
14,54,50,0,n,1234,1,21,M
14,55,150,1,b,1958,1,21,M
14,56,50,1,b,1498,1,21,M
14,57,150,0,n,1360,1,21,M
14,58,100,0,b,2405,0,21,M
14,59,150,1,b,1928,1,21,M
14,60,100,1,n,1493,0,21,M
14,61,0,1,b,906,1,21,M
14,62,0,0,n,1907,1,21,M
14,63,50,0,n,1270,1,21,M
14,64,50,1,b,1078,1,21,M
14,65,150,0,n,1488,1,21,M
14,66,0,1,b,1016,1,21,M
14,67,150,1,b,1272,1,21,M
14,68,0,0,n,936,1,21,M
14,69,50,0,n,1471,1,21,M
14,70,50,1,b,1086,1,21,M
14,71,100,1,b,1415,1,21,M
14,72,100,0,b,2472,0,21,M
14,73,100,1,b,1047,1,21,M
14,74,100,0,n,1089,1,21,M
14,75,150,1,b,2343,1,21,M
14,76,0,0,n,1734,1,21,M
14,77,0,1,b,1435,1,21,M
14,78,50,1,n,1845,0,21,M
14,79,50,0,n,1051,1,21,M
14,80,150,0,n,2309,1,21,M
14,81,50,0,n,1838,1,21,M
14,82,0,1,b,845,1,21,M
14,83,150,0,n,1296,1,21,M
14,84,50,1,b,2126,1,21,M
14,85,100,1,b,1476,1,21,M
14,86,0,0,n,1291,1,21,M
14,87,150,1,b,2337,1,21,M
14,88,100,0,n,1207,1,21,M
14,89,100,0,n,2235,1,21,M
14,90,50,1,b,1060,1,21,M
14,91,0,1,b,852,1,21,M
14,92,150,1,b,1403,1,21,M
14,93,150,0,n,894,1,21,M
14,94,50,0,n,1061,1,21,M
14,95,100,1,b,1168,1,21,M
14,96,0,0,n,1354,1,21,M
25,1,0,0,b,1557,0,28,M
25,2,150,0,n,942,1,28,M
25,3,150,1,b,1925,1,28,M
25,4,100,1,n,1738,0,28,M
25,5,50,1,b,1803,1,28,M
25,6,50,0,n,1452,1,28,M
25,7,100,0,b,2638,0,28,M
25,8,0,1,b,1057,1,28,M
25,9,150,0,b,2889,0,28,M
25,10,150,1,b,1751,1,28,M
25,11,50,0,n,2089,1,28,M
25,12,0,0,n,1307,1,28,M
25,13,0,1,b,780,1,28,M
25,14,100,0,n,1334,1,28,M
25,15,100,1,b,2008,1,28,M
25,16,50,1,b,960,1,28,M
25,17,100,0,n,2617,1,28,M
25,18,150,1,b,1576,1,28,M
25,19,50,0,n,1096,1,28,M
25,20,50,1,b,753,1,28,M
25,21,100,0,n,1376,1,28,M
25,22,0,0,b,727,0,28,M
25,23,0,1,b,1101,1,28,M
25,24,150,0,b,2024,0,28,M
25,25,150,0,n,3342,1,28,M
25,26,50,0,n,2179,1,28,M
25,27,50,1,n,2593,0,28,M
25,28,100,1,n,1385,0,28,M
25,29,0,1,b,858,1,28,M
25,30,0,0,n,1377,1,28,M
25,31,150,1,n,2191,0,28,M
25,32,100,0,n,2176,1,28,M
25,33,50,1,b,1620,1,28,M
25,34,100,1,b,3741,1,28,M
25,35,150,1,b,1636,1,28,M
25,36,0,0,n,1498,1,28,M
25,37,100,1,b,2515,1,28,M
25,38,150,0,b,2625,0,28,M
25,39,0,1,b,1122,1,28,M
25,40,50,0,n,1121,1,28,M
25,41,150,1,b,2887,1,28,M
25,42,0,0,n,1141,1,28,M
25,43,100,1,n,1797,0,28,M
25,44,150,0,n,2008,1,28,M
25,45,50,0,n,1265,1,28,M
25,46,100,0,n,1765,1,28,M
25,47,0,1,b,791,1,28,M
25,48,50,1,b,1806,1,28,M
25,49,100,0,n,2403,1,28,M
25,50,150,0,n,2147,1,28,M
25,51,0,1,b,1312,1,28,M
25,52,0,0,n,1077,1,28,M
25,53,100,1,b,2701,1,28,M
25,54,50,0,n,1395,1,28,M
25,55,150,1,n,1694,0,28,M
25,56,50,1,b,1220,1,28,M
25,57,150,0,n,791,1,28,M
25,58,100,0,n,1663,1,28,M
25,59,150,1,b,1883,1,28,M
25,60,100,1,n,1367,0,28,M
25,61,0,1,b,884,1,28,M
25,62,0,0,n,1410,1,28,M
25,63,50,0,n,1050,1,28,M
25,64,50,1,b,867,1,28,M
25,65,150,0,n,1748,1,28,M
25,66,0,1,b,936,1,28,M
25,67,150,1,b,1879,1,28,M
25,68,0,0,n,921,1,28,M
25,69,50,0,n,1681,1,28,M
25,70,50,1,b,1305,1,28,M
25,71,100,1,b,1749,1,28,M
25,72,100,0,n,2947,1,28,M
25,73,100,1,b,1510,1,28,M
25,74,100,0,n,1885,1,28,M
25,75,150,1,n,2437,0,28,M
25,76,0,0,n,2471,1,28,M
25,77,0,1,b,1886,1,28,M
25,78,50,1,b,1454,1,28,M
25,79,50,0,n,955,1,28,M
25,80,150,0,n,2196,1,28,M
25,81,50,0,n,1520,1,28,M
25,83,150,0,n,3003,1,28,M
25,84,50,1,b,2171,1,28,M
25,85,100,1,b,2085,1,28,M
25,86,0,0,b,923,0,28,M
25,87,150,1,n,2995,0,28,M
25,88,100,0,n,3119,1,28,M
25,89,100,0,n,1817,1,28,M
25,90,50,1,b,1420,1,28,M
25,92,150,1,n,1601,0,28,M
25,93,150,0,n,2926,1,28,M
25,94,50,0,n,1216,1,28,M
25,95,100,1,b,2064,1,28,M
25,96,0,0,n,1730,1,28,M
30,1,0,0,n,4032,1,24,F
30,2,150,0,n,7398,1,24,F
30,3,150,1,b,4936,1,24,F
30,4,100,1,b,6965,1,24,F
30,5,50,1,b,2697,1,24,F
30,6,50,0,n,5159,1,24,F
30,8,0,1,b,1531,1,24,F
30,9,150,0,n,6920,1,24,F
30,10,150,1,n,2878,0,24,F
30,11,50,0,n,4503,1,24,F
30,12,0,0,b,1626,0,24,F
30,13,0,1,b,1612,1,24,F
30,14,100,0,n,3052,1,24,F
30,15,100,1,b,2775,1,24,F
30,16,50,1,b,2035,1,24,F
30,18,150,1,b,2959,1,24,F
30,19,50,0,n,4585,1,24,F
30,20,50,1,b,1508,1,24,F
30,21,100,0,n,5709,1,24,F
30,22,0,0,n,1857,1,24,F
30,23,0,1,b,1202,1,24,F
30,25,150,0,n,2932,1,24,F
30,26,50,0,n,1774,1,24,F
30,27,50,1,n,2656,0,24,F
30,28,100,1,b,5120,1,24,F
30,29,0,1,b,1585,1,24,F
30,30,0,0,n,1682,1,24,F
30,31,150,1,n,2661,0,24,F
30,32,100,0,n,6347,1,24,F
30,33,50,1,b,1776,1,24,F
30,34,100,1,b,3108,1,24,F
30,36,0,0,n,1341,1,24,F
30,37,100,1,b,1787,1,24,F
30,38,150,0,n,4508,1,24,F
30,39,0,1,b,1210,1,24,F
30,40,50,0,n,1455,1,24,F
30,41,150,1,b,4860,1,24,F
30,42,0,0,n,1792,1,24,F
30,43,100,1,b,2276,1,24,F
30,44,150,0,n,4142,1,24,F
30,45,50,0,n,2645,1,24,F
30,46,100,0,n,4938,1,24,F
30,47,0,1,b,1018,1,24,F
30,48,50,1,b,1362,1,24,F
30,49,100,0,n,2057,1,24,F
30,50,150,0,n,2642,1,24,F
30,51,0,1,b,1304,1,24,F
30,52,0,0,n,1875,1,24,F
30,53,100,1,b,6751,1,24,F
30,54,50,0,n,1338,1,24,F
30,56,50,1,b,1491,1,24,F
30,57,150,0,n,4117,1,24,F
30,58,100,0,n,3418,1,24,F
30,59,150,1,b,2459,1,24,F
30,60,100,1,b,2372,1,24,F
30,61,0,1,b,1293,1,24,F
30,62,0,0,n,1098,1,24,F
30,63,50,0,n,7027,1,24,F
30,64,50,1,b,1595,1,24,F
30,65,150,0,n,3319,1,24,F
30,66,0,1,b,971,1,24,F
30,67,150,1,b,3854,1,24,F
30,68,0,0,n,1257,1,24,F
30,69,50,0,n,1381,1,24,F
30,70,50,1,b,1118,1,24,F
30,71,100,1,b,2399,1,24,F
30,72,100,0,n,5052,1,24,F
30,73,100,1,b,2526,1,24,F
30,74,100,0,n,6902,1,24,F
30,75,150,1,b,6613,1,24,F
30,76,0,0,n,2570,1,24,F
30,77,0,1,b,2942,1,24,F
30,78,50,1,b,5172,1,24,F
30,79,50,0,n,1184,1,24,F
30,80,150,0,n,6067,1,24,F
30,81,50,0,n,4803,1,24,F
30,82,0,1,b,952,1,24,F
30,83,150,0,n,4471,1,24,F
30,84,50,1,b,2133,1,24,F
30,85,100,1,b,3389,1,24,F
30,86,0,0,n,6410,1,24,F
30,87,150,1,b,2950,1,24,F
30,88,100,0,n,5319,1,24,F
30,89,100,0,n,3553,1,24,F
30,90,50,1,b,2700,1,24,F
30,91,0,1,b,1319,1,24,F
30,92,150,1,b,3370,1,24,F
30,93,150,0,n,5478,1,24,F
30,94,50,0,n,1410,1,24,F
30,95,100,1,b,2024,1,24,F
30,96,0,0,n,4951,1,24,F
21,1,0,0,n,2463,1,33,M
21,2,150,0,b,2221,0,33,M
21,3,150,1,b,1269,1,33,M
21,4,100,1,n,4574,0,33,M
21,5,50,1,b,3313,1,33,M
21,6,50,0,n,1958,1,33,M
21,7,100,0,b,1941,0,33,M
21,8,0,1,b,1025,1,33,M
21,9,150,0,b,1828,0,33,M
21,10,150,1,b,1764,1,33,M
21,11,50,0,n,1857,1,33,M
21,12,0,0,n,1229,1,33,M
21,13,0,1,b,1216,1,33,M
21,14,100,0,b,1766,0,33,M
21,15,100,1,b,1527,1,33,M
21,16,50,1,b,2082,1,33,M
21,17,100,0,b,1813,0,33,M
21,18,150,1,b,1849,1,33,M
21,19,50,0,b,1619,0,33,M
21,20,50,1,n,2363,0,33,M
21,21,100,0,n,1959,1,33,M
21,22,0,0,n,1482,1,33,M
21,23,0,1,b,1218,1,33,M
21,24,150,0,b,1605,0,33,M
21,25,150,0,n,1445,1,33,M
21,26,50,0,n,1760,1,33,M
21,27,50,1,n,2003,0,33,M
21,28,100,1,n,2182,0,33,M
21,29,0,1,b,1353,1,33,M
21,30,0,0,n,1357,1,33,M
21,31,150,1,b,2082,1,33,M
21,32,100,0,b,2227,0,33,M
21,33,50,1,b,1901,1,33,M
21,34,100,1,n,2362,0,33,M
21,35,150,1,n,1465,0,33,M
21,36,0,0,n,1711,1,33,M
21,37,100,1,n,1861,0,33,M
21,38,150,0,b,2311,0,33,M
21,39,0,1,b,1118,1,33,M
21,40,50,0,n,875,1,33,M
21,41,150,1,b,1123,1,33,M
21,42,0,0,n,1031,1,33,M
21,43,100,1,b,1491,1,33,M
21,44,150,0,b,1242,0,33,M
21,45,50,0,n,906,1,33,M
21,46,100,0,b,1206,0,33,M
21,47,0,1,b,1009,1,33,M
21,48,50,1,b,1634,1,33,M
21,49,100,0,b,1564,0,33,M
21,50,150,0,b,1541,0,33,M
21,51,0,1,b,1528,1,33,M
21,52,0,0,n,1182,1,33,M
21,53,100,1,b,1469,1,33,M
21,54,50,0,n,984,1,33,M
21,55,150,1,n,1583,0,33,M
21,56,50,1,b,1519,1,33,M
21,57,150,0,n,805,1,33,M
21,58,100,0,b,1265,0,33,M
21,59,150,1,b,1386,1,33,M
21,60,100,1,b,1256,1,33,M
21,61,0,1,b,811,1,33,M
21,63,50,0,n,769,1,33,M
21,64,50,1,b,1644,1,33,M
21,65,150,0,n,2092,1,33,M
21,66,0,1,b,1004,1,33,M
21,67,150,1,b,1623,1,33,M
21,68,0,0,n,1448,1,33,M
21,69,50,0,n,1170,1,33,M
21,70,50,1,b,1277,1,33,M
21,71,100,1,b,1579,1,33,M
21,72,100,0,n,2306,1,33,M
21,73,100,1,b,1460,1,33,M
21,74,100,0,n,2511,1,33,M
21,75,150,1,n,1670,0,33,M
21,76,0,0,n,1908,1,33,M
21,77,0,1,b,856,1,33,M
21,78,50,1,n,2949,0,33,M
21,79,50,0,n,1526,1,33,M
21,80,150,0,b,2380,0,33,M
21,81,50,0,b,1449,0,33,M
21,83,150,0,n,2108,1,33,M
21,84,50,1,b,1914,1,33,M
21,85,100,1,b,1751,1,33,M
21,86,0,0,n,1347,1,33,M
21,87,150,1,b,1554,1,33,M
21,88,100,0,n,2495,1,33,M
21,89,100,0,b,1606,0,33,M
21,90,50,1,b,1030,1,33,M
21,91,0,1,b,737,1,33,M
21,92,150,1,b,2870,1,33,M
21,93,150,0,n,1754,1,33,M
21,94,50,0,n,1488,1,33,M
21,95,100,1,b,1049,1,33,M
21,96,0,0,b,1248,0,33,M
53,1,0,0,n,4154,1,18,F
53,2,150,0,n,6057,1,18,F
53,3,150,1,b,3990,1,18,F
53,4,100,1,b,6167,1,18,F
53,5,50,1,b,6694,1,18,F
53,6,50,0,b,7093,0,18,F
53,7,100,0,n,3670,1,18,F
53,8,0,1,b,2749,1,18,F
53,9,150,0,n,4390,1,18,F
53,11,50,0,b,3627,0,18,F
53,12,0,0,n,2604,1,18,F
53,13,0,1,n,1430,0,18,F
53,14,100,0,n,4655,1,18,F
53,15,100,1,b,5774,1,18,F
53,16,50,1,b,3560,1,18,F
53,17,100,0,b,5047,0,18,F
53,18,150,1,b,3863,1,18,F
53,19,50,0,n,4340,1,18,F
53,20,50,1,b,4212,1,18,F
53,21,100,0,n,3959,1,18,F
53,22,0,0,n,3251,1,18,F
53,23,0,1,b,2428,1,18,F
53,24,150,0,n,6320,1,18,F
53,25,150,0,n,2609,1,18,F
53,26,50,0,n,5120,1,18,F
53,27,50,1,b,4838,1,18,F
53,28,100,1,b,3687,1,18,F
53,29,0,1,b,1701,1,18,F
53,30,0,0,n,7263,1,18,F
53,31,150,1,b,5701,1,18,F
53,32,100,0,n,4324,1,18,F
53,33,50,1,b,4838,1,18,F
53,34,100,1,b,7398,1,18,F
53,35,150,1,b,6279,1,18,F
53,37,100,1,n,7027,0,18,F
53,39,0,1,b,2783,1,18,F
53,40,50,0,n,2442,1,18,F
53,42,0,0,n,5656,1,18,F
53,43,100,1,b,5367,1,18,F
53,44,150,0,n,3757,1,18,F
53,45,50,0,b,6255,0,18,F
53,46,100,0,n,3294,1,18,F
53,47,0,1,b,2413,1,18,F
53,48,50,1,b,3852,1,18,F
53,49,100,0,b,2635,0,18,F
53,50,150,0,n,3941,1,18,F
53,51,0,1,b,1277,1,18,F
53,52,0,0,n,2790,1,18,F
53,53,100,1,b,2711,1,18,F
53,54,50,0,n,3012,1,18,F
53,55,150,1,n,6542,0,18,F
53,56,50,1,b,2092,1,18,F
53,57,150,0,n,6007,1,18,F
53,58,100,0,n,1771,1,18,F
53,59,150,1,b,6171,1,18,F
53,60,100,1,b,6306,1,18,F
53,61,0,1,b,1513,1,18,F
53,62,0,0,n,2063,1,18,F
53,63,50,0,n,2290,1,18,F
53,64,50,1,b,6766,1,18,F
53,65,150,0,n,2776,1,18,F
53,66,0,1,b,1335,1,18,F
53,67,150,1,b,2395,1,18,F
53,68,0,0,n,5324,1,18,F
53,69,50,0,n,4259,1,18,F
53,70,50,1,b,3966,1,18,F
53,71,100,1,b,6756,1,18,F
53,72,100,0,n,4711,1,18,F
53,73,100,1,b,3654,1,18,F
53,74,100,0,n,4631,1,18,F
53,75,150,1,b,3310,1,18,F
53,76,0,0,n,5455,1,18,F
53,77,0,1,b,6546,1,18,F
53,78,50,1,b,5310,1,18,F
53,79,50,0,n,1796,1,18,F
53,80,150,0,n,3030,1,18,F
53,81,50,0,n,7297,1,18,F
53,82,0,1,b,1350,1,18,F
53,83,150,0,n,4000,1,18,F
53,84,50,1,b,5634,1,18,F
53,85,100,1,b,4557,1,18,F
53,86,0,0,n,4328,1,18,F
53,88,100,0,n,4088,1,18,F
53,89,100,0,n,3763,1,18,F
53,90,50,1,b,1617,1,18,F
53,91,0,1,b,1206,1,18,F
53,92,150,1,n,5760,0,18,F
53,93,150,0,n,2965,1,18,F
53,94,50,0,n,1723,1,18,F
53,95,100,1,b,1895,1,18,F
53,96,0,0,n,2801,1,18,F
35,1,0,0,n,5076,1,25,F
35,2,150,0,n,3696,1,25,F
35,3,150,1,b,3384,1,25,F
35,4,100,1,b,5059,1,25,F
35,5,50,1,b,3252,1,25,F
35,6,50,0,n,4557,1,25,F
35,8,0,1,b,1712,1,25,F
35,9,150,0,n,6402,1,25,F
35,10,150,1,b,4571,1,25,F
35,11,50,0,n,5753,1,25,F
35,12,0,0,n,2062,1,25,F
35,13,0,1,b,1659,1,25,F
35,14,100,0,n,3863,1,25,F
35,15,100,1,b,2727,1,25,F
35,16,50,1,b,3684,1,25,F
35,17,100,0,n,3684,1,25,F
35,18,150,1,b,3749,1,25,F
35,19,50,0,n,3483,1,25,F
35,20,50,1,b,3458,1,25,F
35,21,100,0,n,3243,1,25,F
35,22,0,0,n,2985,1,25,F
35,23,0,1,b,2124,1,25,F
35,24,150,0,n,4359,1,25,F
35,25,150,0,n,3561,1,25,F
35,26,50,0,n,4413,1,25,F
35,27,50,1,b,5264,1,25,F
35,28,100,1,b,4626,1,25,F
35,29,0,1,b,1233,1,25,F
35,30,0,0,n,2636,1,25,F
35,31,150,1,b,3087,1,25,F
35,32,100,0,n,5358,1,25,F
35,33,50,1,b,2561,1,25,F
35,34,100,1,b,3800,1,25,F
35,35,150,1,n,4707,0,25,F
35,36,0,0,n,1320,1,25,F
35,37,100,1,b,4622,1,25,F
35,38,150,0,n,2560,1,25,F
35,39,0,1,b,1926,1,25,F
35,40,50,0,n,2307,1,25,F
