Subject,Trial,Angle,Matching,Response,Time,Correct,Age,Sex
23,66,0,1,b,1314,1,18,M
23,67,150,1,b,3407,1,18,M
23,68,0,0,n,1092,1,18,M
23,69,50,0,n,2532,1,18,M
23,70,50,1,b,2288,1,18,M
23,71,100,1,b,2798,1,18,M
23,72,100,0,n,1515,1,18,M
23,73,100,1,b,1993,1,18,M
23,74,100,0,n,2475,1,18,M
23,75,150,1,b,2058,1,18,M
23,76,0,0,n,2435,1,18,M
23,77,0,1,b,1248,1,18,M
23,78,50,1,n,3893,0,18,M
23,79,50,0,b,1624,0,18,M
23,80,150,0,n,3827,1,18,M
23,81,50,0,b,3595,0,18,M
23,82,0,1,b,928,1,18,M
23,83,150,0,n,2735,1,18,M
23,84,50,1,b,2269,1,18,M
23,85,100,1,n,2677,0,18,M
23,86,0,0,n,4197,1,18,M
23,87,150,1,b,2393,1,18,M
23,88,100,0,n,2492,1,18,M
23,89,100,0,n,2210,1,18,M
23,90,50,1,b,3307,1,18,M
23,91,0,1,b,1041,1,18,M
23,92,150,1,b,1620,1,18,M
23,93,150,0,n,4554,1,18,M
23,94,50,0,n,1665,1,18,M
23,95,100,1,b,2781,1,18,M
23,96,0,0,n,4134,1,18,M
36,1,0,0,n,2733,1,18,F
36,2,150,0,n,2313,1,18,F
36,3,150,1,n,2248,0,18,F
36,4,100,1,b,3640,1,18,F
36,5,50,1,n,2674,0,18,F
36,6,50,0,n,1859,1,18,F
36,7,100,0,n,2614,1,18,F
36,8,0,1,b,1587,1,18,F
36,9,150,0,n,4480,1,18,F
36,10,150,1,b,2446,1,18,F
36,11,50,0,n,2562,1,18,F
36,12,0,0,n,1446,1,18,F
36,13,0,1,b,1301,1,18,F
36,14,100,0,n,2700,1,18,F
36,15,100,1,b,2296,1,18,F
36,16,50,1,n,1941,0,18,F
36,17,100,0,n,1775,1,18,F
36,18,150,1,b,1687,1,18,F
36,19,50,0,n,2429,1,18,F
36,20,50,1,b,1644,1,18,F
36,21,100,0,n,2325,1,18,F
36,22,0,0,n,1761,1,18,F
36,23,0,1,b,1109,1,18,F
36,24,150,0,n,3535,1,18,F
36,25,150,0,n,3553,1,18,F
36,26,50,0,n,2180,1,18,F
36,27,50,1,b,1458,1,18,F
36,28,100,1,b,2001,1,18,F
36,29,0,1,b,1081,1,18,F
36,30,0,0,n,2343,1,18,F
36,31,150,1,b,4065,1,18,F
36,32,100,0,n,3188,1,18,F
36,33,50,1,b,2673,1,18,F
36,34,100,1,b,2572,1,18,F
36,35,150,1,b,4624,1,18,F
36,36,0,0,n,1719,1,18,F
36,37,100,1,b,4689,1,18,F
36,38,150,0,b,4391,0,18,F
36,39,0,1,b,1162,1,18,F
36,40,50,0,n,1470,1,18,F
36,41,150,1,b,4128,1,18,F
36,42,0,0,n,1204,1,18,F
36,43,100,1,b,4111,1,18,F
36,44,150,0,b,2728,0,18,F
36,45,50,0,n,1245,1,18,F
36,46,100,0,n,2071,1,18,F
36,47,0,1,b,1390,1,18,F
36,48,50,1,b,3024,1,18,F
36,49,100,0,n,1828,1,18,F
36,50,150,0,n,2453,1,18,F
36,51,0,1,b,1255,1,18,F
36,52,0,0,n,1125,1,18,F
36,53,100,1,b,2900,1,18,F
36,54,50,0,n,1705,1,18,F
36,55,150,1,b,6553,1,18,F
36,56,50,1,b,1206,1,18,F
36,57,150,0,n,2896,1,18,F
36,58,100,0,n,3775,1,18,F
36,59,150,1,b,2108,1,18,F
36,60,100,1,b,2369,1,18,F
36,61,0,1,b,973,1,18,F
36,62,0,0,n,1168,1,18,F
36,63,50,0,n,3365,1,18,F
36,64,50,1,b,1488,1,18,F
36,65,150,0,n,2887,1,18,F
36,66,0,1,b,974,1,18,F
36,67,150,1,b,3651,1,18,F
36,68,0,0,n,1205,1,18,F
36,69,50,0,n,1957,1,18,F
36,70,50,1,b,1725,1,18,F
36,71,100,1,b,2036,1,18,F
36,72,100,0,n,4041,1,18,F
36,73,100,1,b,1553,1,18,F
36,74,100,0,n,2091,1,18,F
36,75,150,1,b,3225,1,18,F
36,76,0,0,n,2023,1,18,F
36,77,0,1,b,1608,1,18,F
36,78,50,1,b,3799,1,18,F
36,79,50,0,n,1087,1,18,F
36,80,150,0,n,1701,1,18,F
36,81,50,0,n,2352,1,18,F
36,82,0,1,b,1046,1,18,F
36,83,150,0,n,2609,1,18,F
36,84,50,1,b,2242,1,18,F
36,85,100,1,b,3251,1,18,F
36,86,0,0,n,1766,1,18,F
36,87,150,1,b,3944,1,18,F
36,88,100,0,n,3521,1,18,F
36,89,100,0,n,3428,1,18,F
36,90,50,1,b,1599,1,18,F
36,91,0,1,b,1176,1,18,F
36,92,150,1,b,3449,1,18,F
36,93,150,0,n,1579,1,18,F
36,94,50,0,n,1417,1,18,F
36,95,100,1,b,1380,1,18,F
36,96,0,0,n,4526,1,18,F
48,1,0,0,n,3954,1,18,F
48,2,150,0,n,6320,1,18,F
48,3,150,1,b,2662,1,18,F
48,4,100,1,b,6871,1,18,F
48,5,50,1,b,5353,1,18,F
48,6,50,0,n,2162,1,18,F
48,7,100,0,n,5114,1,18,F
48,8,0,1,b,1262,1,18,F
48,10,150,1,b,4965,1,18,F
48,11,50,0,n,5828,1,18,F
48,12,0,0,n,1376,1,18,F
48,13,0,1,b,974,1,18,F
48,14,100,0,n,3230,1,18,F
48,15,100,1,b,3150,1,18,F
48,16,50,1,b,3275,1,18,F
48,17,100,0,n,2891,1,18,F
48,18,150,1,b,2698,1,18,F
48,19,50,0,n,1723,1,18,F
48,20,50,1,b,1711,1,18,F
48,21,100,0,n,1709,1,18,F
48,22,0,0,n,1434,1,18,F
48,23,0,1,b,1163,1,18,F
48,24,150,0,n,4547,1,18,F
48,26,50,0,b,4052,0,18,F
48,27,50,1,n,2363,0,18,F
48,28,100,1,b,2865,1,18,F
48,29,0,1,b,843,1,18,F
48,30,0,0,n,2533,1,18,F
48,31,150,1,n,4089,0,18,F
48,32,100,0,n,4961,1,18,F
48,33,50,1,b,1756,1,18,F
48,34,100,1,b,4040,1,18,F
48,35,150,1,b,3146,1,18,F
48,36,0,0,n,4129,1,18,F
48,37,100,1,b,2047,1,18,F
48,38,150,0,n,3103,1,18,F
48,39,0,1,b,926,1,18,F
48,40,50,0,n,1292,1,18,F
48,41,150,1,b,3682,1,18,F
48,42,0,0,n,1250,1,18,F
48,43,100,1,b,4107,1,18,F
48,44,150,0,n,3996,1,18,F
48,45,50,0,n,2485,1,18,F
48,46,100,0,n,4126,1,18,F
48,47,0,1,b,1623,1,18,F
48,48,50,1,b,5465,1,18,F
48,49,100,0,n,2636,1,18,F
48,50,150,0,n,2891,1,18,F
48,51,0,1,b,1088,1,18,F
48,52,0,0,n,1625,1,18,F
48,53,100,1,n,1418,0,18,F
48,54,50,0,n,1274,1,18,F
48,55,150,1,n,2147,0,18,F
48,56,50,1,b,1191,1,18,F
48,57,150,0,n,1642,1,18,F
48,58,100,0,n,2298,1,18,F
48,59,150,1,b,1995,1,18,F
48,60,100,1,b,4051,1,18,F
48,61,0,1,b,988,1,18,F
48,62,0,0,n,905,1,18,F
48,63,50,0,n,1272,1,18,F
48,64,50,1,b,1607,1,18,F
48,65,150,0,n,3342,1,18,F
48,66,0,1,b,1053,1,18,F
48,67,150,1,b,1926,1,18,F
48,68,0,0,n,2348,1,18,F
48,69,50,0,n,1393,1,18,F
48,70,50,1,b,1619,1,18,F
48,71,100,1,b,1621,1,18,F
48,72,100,0,n,2196,1,18,F
48,73,100,1,b,1500,1,18,F
48,74,100,0,n,1607,1,18,F
48,75,150,1,b,2482,1,18,F
48,76,0,0,n,1634,1,18,F
48,77,0,1,b,1134,1,18,F
48,78,50,1,n,1845,0,18,F
48,79,50,0,n,1457,1,18,F
48,80,150,0,b,2228,0,18,F
48,81,50,0,n,3292,1,18,F
48,82,0,1,b,836,1,18,F
48,83,150,0,n,2613,1,18,F
48,84,50,1,n,2801,0,18,F
48,85,100,1,b,3553,1,18,F
48,86,0,0,n,1560,1,18,F
48,87,150,1,b,3332,1,18,F
48,88,100,0,n,3235,1,18,F
48,89,100,0,n,3065,1,18,F
48,90,50,1,b,2565,1,18,F
48,91,0,1,b,1039,1,18,F
48,92,150,1,b,2461,1,18,F
48,93,150,0,n,3205,1,18,F
48,94,50,0,n,1230,1,18,F
48,95,100,1,b,1957,1,18,F
48,96,0,0,n,1471,1,18,F
44,1,0,0,n,4159,1,18,M
44,3,150,1,b,4932,1,18,M
44,4,100,1,b,6622,1,18,M
44,5,50,1,n,4998,0,18,M
44,6,50,0,n,6562,1,18,M
44,8,0,1,b,3750,1,18,M
44,9,150,0,n,5316,1,18,M
44,10,150,1,b,5217,1,18,M
44,11,50,0,n,5579,1,18,M
44,12,0,0,n,5002,1,18,M
44,13,0,1,b,3856,1,18,M
44,14,100,0,n,5652,1,18,M
44,15,100,1,b,4642,1,18,M
44,16,50,1,b,6036,1,18,M
44,17,100,0,n,7041,1,18,M
44,18,150,1,b,5535,1,18,M
44,19,50,0,n,3314,1,18,M
44,20,50,1,b,4453,1,18,M
44,21,100,0,n,5443,1,18,M
44,22,0,0,b,3845,0,18,M
44,23,0,1,b,5173,1,18,M
44,25,150,0,n,7186,1,18,M
44,26,50,0,n,6914,1,18,M
44,27,50,1,b,5334,1,18,M
44,28,100,1,b,6676,1,18,M
44,29,0,1,b,3017,1,18,M
44,30,0,0,n,1957,1,18,M
44,31,150,1,n,7466,0,18,M
44,32,100,0,n,3732,1,18,M
44,33,50,1,b,4601,1,18,M
44,34,100,1,b,5389,1,18,M
44,35,150,1,b,5496,1,18,M
44,36,0,0,n,1995,1,18,M
44,37,100,1,b,4315,1,18,M
44,38,150,0,b,5216,0,18,M
44,39,0,1,b,5397,1,18,M
44,40,50,0,n,4877,1,18,M
44,42,0,0,n,3677,1,18,M
44,43,100,1,b,3613,1,18,M
44,44,150,0,b,2583,0,18,M
44,45,50,0,n,4205,1,18,M
44,46,100,0,n,6776,1,18,M
44,47,0,1,b,3050,1,18,M
44,48,50,1,b,3661,1,18,M
44,49,100,0,n,6597,1,18,M
44,50,150,0,b,3167,0,18,M
44,51,0,1,b,2331,1,18,M
44,52,0,0,n,1759,1,18,M
44,53,100,1,b,6476,1,18,M
44,54,50,0,n,1365,1,18,M
44,55,150,1,b,5136,1,18,M
44,56,50,1,b,2262,1,18,M
44,57,150,0,n,5479,1,18,M
44,58,100,0,n,4447,1,18,M
44,59,150,1,b,3624,1,18,M
44,60,100,1,b,3880,1,18,M
44,61,0,1,b,1449,1,18,M
44,62,0,0,n,1785,1,18,M
44,63,50,0,n,5555,1,18,M
44,64,50,1,b,6034,1,18,M
44,65,150,0,n,6723,1,18,M
44,66,0,1,b,2675,1,18,M
44,67,150,1,b,2537,1,18,M
44,68,0,0,n,4960,1,18,M
44,70,50,1,b,5170,1,18,M
44,71,100,1,b,4791,1,18,M
44,72,100,0,n,5420,1,18,M
44,73,100,1,b,2689,1,18,M
44,74,100,0,n,3553,1,18,M
44,75,150,1,b,2568,1,18,M
44,76,0,0,n,3293,1,18,M
44,77,0,1,b,4637,1,18,M
44,78,50,1,b,5660,1,18,M
44,79,50,0,n,4167,1,18,M
44,80,150,0,b,6722,0,18,M
44,81,50,0,n,5290,1,18,M
44,82,0,1,b,1150,1,18,M
44,83,150,0,n,6646,1,18,M
44,84,50,1,b,1830,1,18,M
44,85,100,1,b,3247,1,18,M
44,86,0,0,n,2305,1,18,M
44,87,150,1,b,4758,1,18,M
44,88,100,0,n,4876,1,18,M
44,89,100,0,n,5161,1,18,M
44,90,50,1,b,1390,1,18,M
44,91,0,1,b,1953,1,18,M
44,92,150,1,b,3245,1,18,M
44,93,150,0,n,4951,1,18,M
44,94,50,0,n,3251,1,18,M
44,95,100,1,b,2688,1,18,M
44,96,0,0,b,4735,0,18,M
28,1,0,0,n,1894,1,19,F
28,2,150,0,n,3015,1,19,F
28,3,150,1,b,2359,1,19,F
28,4,100,1,n,1638,0,19,F
28,5,50,1,b,2807,1,19,F
28,6,50,0,n,3106,1,19,F
28,7,100,0,n,2361,1,19,F
28,8,0,1,b,1200,1,19,F
28,9,150,0,n,4306,1,19,F
28,10,150,1,b,3367,1,19,F
28,11,50,0,b,1996,0,19,F
28,12,0,0,n,1177,1,19,F
28,13,0,1,b,1342,1,19,F
28,14,100,0,n,4265,1,19,F
28,15,100,1,b,2960,1,19,F
28,16,50,1,b,2364,1,19,F
28,17,100,0,n,3866,1,19,F
28,18,150,1,b,2771,1,19,F
28,19,50,0,n,2055,1,19,F
28,20,50,1,b,1912,1,19,F
28,21,100,0,n,2077,1,19,F
28,22,0,0,n,1908,1,19,F
28,23,0,1,b,1010,1,19,F
28,24,150,0,n,6103,1,19,F
28,25,150,0,n,2188,1,19,F
28,26,50,0,n,4082,1,19,F
28,27,50,1,n,5328,0,19,F
28,28,100,1,b,2839,1,19,F
28,29,0,1,b,1367,1,19,F
28,30,0,0,n,2381,1,19,F
28,31,150,1,b,3160,1,19,F
28,32,100,0,n,6668,1,19,F
28,33,50,1,b,2813,1,19,F
28,34,100,1,b,6993,1,19,F
28,35,150,1,b,4764,1,19,F
28,36,0,0,n,2296,1,19,F
28,37,100,1,b,2840,1,19,F
28,38,150,0,n,3265,1,19,F
28,39,0,1,b,1578,1,19,F
28,40,50,0,n,1789,1,19,F
28,41,150,1,b,2976,1,19,F
28,42,0,0,n,2221,1,19,F
28,43,100,1,b,3607,1,19,F
28,44,150,0,n,2818,1,19,F
28,45,50,0,n,2246,1,19,F
28,46,100,0,n,2182,1,19,F
28,47,0,1,b,1088,1,19,F
28,48,50,1,b,1890,1,19,F
28,49,100,0,n,2124,1,19,F
28,50,150,0,n,1914,1,19,F
28,51,0,1,b,888,1,19,F
28,52,0,0,n,1152,1,19,F
28,53,100,1,b,2558,1,19,F
28,54,50,0,n,1080,1,19,F
28,55,150,1,n,4682,0,19,F
28,56,50,1,b,1176,1,19,F
28,57,150,0,n,1097,1,19,F
28,58,100,0,n,3443,1,19,F
28,59,150,1,b,1972,1,19,F
28,60,100,1,b,2720,1,19,F
28,61,0,1,b,885,1,19,F
28,62,0,0,n,2565,1,19,F
28,63,50,0,n,1177,1,19,F
28,64,50,1,b,1600,1,19,F
28,65,150,0,b,1992,0,19,F
28,66,0,1,b,1019,1,19,F
28,67,150,1,b,1767,1,19,F
28,68,0,0,n,843,1,19,F
28,69,50,0,n,1638,1,19,F
28,70,50,1,b,989,1,19,F
28,71,100,1,b,1304,1,19,F
28,72,100,0,n,1713,1,19,F
28,73,100,1,b,1262,1,19,F
28,74,100,0,n,1262,1,19,F
28,75,150,1,b,1510,1,19,F
28,76,0,0,n,2372,1,19,F
28,77,0,1,b,2399,1,19,F
28,78,50,1,b,3835,1,19,F
28,79,50,0,n,1236,1,19,F
28,80,150,0,n,2814,1,19,F
28,81,50,0,n,3954,1,19,F
28,82,0,1,b,784,1,19,F
28,83,150,0,n,3212,1,19,F
28,84,50,1,b,6181,1,19,F
28,85,100,1,b,3873,1,19,F
28,86,0,0,n,3169,1,19,F
28,87,150,1,b,3204,1,19,F
28,88,100,0,n,2840,1,19,F
28,89,100,0,n,1667,1,19,F
28,90,50,1,b,1338,1,19,F
28,91,0,1,b,733,1,19,F
28,92,150,1,b,2541,1,19,F
28,93,150,0,b,3392,0,19,F
28,94,50,0,n,1940,1,19,F
28,95,100,1,b,1740,1,19,F
28,96,0,0,n,4048,1,19,F
51,1,0,0,b,4607,0,20,F
51,2,150,0,n,7330,1,20,F
51,3,150,1,n,4689,0,20,F
51,4,100,1,b,5549,1,20,F
51,5,50,1,b,2961,1,20,F
51,6,50,0,n,1658,1,20,F
51,7,100,0,n,2243,1,20,F
51,8,0,1,b,1746,1,20,F
51,9,150,0,n,6125,1,20,F
51,10,150,1,n,2658,0,20,F
51,11,50,0,n,2597,1,20,F
51,12,0,0,b,3148,0,20,F
51,13,0,1,b,1098,1,20,F
51,14,100,0,n,1957,1,20,F
51,15,100,1,n,2956,0,20,F
51,16,50,1,b,2866,1,20,F
51,17,100,0,n,2767,1,20,F
51,18,150,1,n,2440,0,20,F
51,19,50,0,n,2478,1,20,F
51,20,50,1,b,1674,1,20,F
51,21,100,0,b,3296,0,20,F
51,22,0,0,b,1583,0,20,F
51,23,0,1,b,2269,1,20,F
51,24,150,0,n,2778,1,20,F
51,25,150,0,b,2221,0,20,F
51,26,50,0,n,1885,1,20,F
51,27,50,1,b,2915,1,20,F
51,28,100,1,n,4877,0,20,F
51,29,0,1,b,1146,1,20,F
51,30,0,0,n,1346,1,20,F
51,31,150,1,b,981,1,20,F
51,32,100,0,n,2394,1,20,F
51,33,50,1,b,2033,1,20,F
51,34,100,1,b,4715,1,20,F
51,35,150,1,n,3940,0,20,F
51,36,0,0,n,1840,1,20,F
51,37,100,1,n,2756,0,20,F
51,38,150,0,n,2010,1,20,F
51,39,0,1,b,1979,1,20,F
51,40,50,0,n,2361,1,20,F
51,41,150,1,b,2442,1,20,F
51,42,0,0,b,1677,0,20,F
51,43,100,1,n,3928,0,20,F
51,44,150,0,n,3062,1,20,F
51,45,50,0,n,1776,1,20,F
51,46,100,0,n,1904,1,20,F
51,47,0,1,b,1074,1,20,F
51,48,50,1,n,1451,0,20,F
51,49,100,0,n,3455,1,20,F
51,50,150,0,n,2471,1,20,F
51,51,0,1,b,1020,1,20,F
51,52,0,0,n,1409,1,20,F
51,53,100,1,b,2855,1,20,F
51,54,50,0,n,2804,1,20,F
51,55,150,1,b,2190,1,20,F
51,56,50,1,b,1265,1,20,F
51,57,150,0,n,1119,1,20,F
51,58,100,0,n,1770,1,20,F
51,59,150,1,b,1627,1,20,F
51,60,100,1,b,2700,1,20,F
51,61,0,1,b,1329,1,20,F
51,62,0,0,n,1774,1,20,F
51,63,50,0,n,2788,1,20,F
51,64,50,1,b,1440,1,20,F
51,65,150,0,n,1777,1,20,F
51,66,0,1,b,1185,1,20,F
51,67,150,1,b,2541,1,20,F
51,68,0,0,n,1124,1,20,F
51,69,50,0,n,1743,1,20,F
51,70,50,1,b,1035,1,20,F
51,71,100,1,b,1634,1,20,F
51,72,100,0,b,2145,0,20,F
51,73,100,1,b,2047,1,20,F
51,74,100,0,n,1656,1,20,F
51,75,150,1,b,1692,1,20,F
51,76,0,0,n,1511,1,20,F
51,77,0,1,b,2376,1,20,F
51,78,50,1,b,2759,1,20,F
51,79,50,0,n,1265,1,20,F
51,80,150,0,n,1312,1,20,F
51,81,50,0,n,2787,1,20,F
51,82,0,1,b,970,1,20,F
51,83,150,0,n,1244,1,20,F
51,84,50,1,b,1492,1,20,F
51,85,100,1,n,2142,0,20,F
51,86,0,0,b,1516,0,20,F
51,87,150,1,b,2748,1,20,F
51,88,100,0,n,1953,1,20,F
51,89,100,0,n,1887,1,20,F
51,90,50,1,b,1186,1,20,F
51,91,0,1,b,794,1,20,F
51,92,150,1,n,1121,0,20,F
51,93,150,0,n,1112,1,20,F
51,94,50,0,n,1673,1,20,F
51,95,100,1,b,1165,1,20,F
51,96,0,0,n,1449,1,20,F
3,1,0,0,n,1394,1,22,M
3,2,150,0,n,2499,1,22,M
3,3,150,1,b,2026,1,22,M
3,4,100,1,b,3996,1,22,M
3,5,50,1,b,2062,1,22,M
3,6,50,0,n,1598,1,22,M
3,7,100,0,b,4838,0,22,M
3,8,0,1,b,1378,1,22,M
3,9,150,0,n,2814,1,22,M
3,10,150,1,b,2601,1,22,M
3,11,50,0,n,2099,1,22,M
3,12,0,0,n,1780,1,22,M
3,13,0,1,b,1102,1,22,M
3,14,100,0,n,2908,1,22,M
3,15,100,1,b,1730,1,22,M
3,16,50,1,b,2425,1,22,M
3,17,100,0,n,1987,1,22,M
3,18,150,1,b,2006,1,22,M
3,19,50,0,n,1513,1,22,M
3,20,50,1,b,1391,1,22,M
3,21,100,0,n,2161,1,22,M
3,22,0,0,b,1238,0,22,M
3,23,0,1,b,1085,1,22,M
3,24,150,0,n,4456,1,22,M
3,25,150,0,n,4213,1,22,M
3,26,50,0,n,2338,1,22,M
3,27,50,1,b,2246,1,22,M
3,28,100,1,n,6278,0,22,M
3,29,0,1,b,1172,1,22,M
3,30,0,0,n,2101,1,22,M
3,31,150,1,b,4120,1,22,M
3,32,100,0,n,4239,1,22,M
3,33,50,1,b,1374,1,22,M
3,34,100,1,n,3811,0,22,M
3,37,100,1,n,3664,0,22,M
3,38,150,0,n,1987,1,22,M
3,39,0,1,b,1114,1,22,M
3,40,50,0,n,3161,1,22,M
3,41,150,1,b,2274,1,22,M
3,42,0,0,n,1415,1,22,M
3,43,100,1,b,3012,1,22,M
3,44,150,0,n,1653,1,22,M
3,45,50,0,n,1776,1,22,M
3,46,100,0,b,2653,0,22,M
3,47,0,1,b,1273,1,22,M
3,48,50,1,b,1668,1,22,M
3,49,100,0,n,1404,1,22,M
3,50,150,0,n,2425,1,22,M
3,51,0,1,b,1192,1,22,M
3,52,0,0,n,2017,1,22,M
3,53,100,1,b,3413,1,22,M
3,54,50,0,n,1507,1,22,M
3,55,150,1,n,2686,0,22,M
3,56,50,1,b,1133,1,22,M
3,57,150,0,n,1635,1,22,M
3,58,100,0,n,2908,1,22,M
3,59,150,1,b,1802,1,22,M
3,60,100,1,b,3373,1,22,M
3,61,0,1,b,894,1,22,M
3,62,0,0,n,2735,1,22,M
3,63,50,0,n,1724,1,22,M
3,64,50,1,b,1216,1,22,M
3,65,150,0,n,2052,1,22,M
3,66,0,1,b,1781,1,22,M
3,67,150,1,n,3215,0,22,M
3,68,0,0,n,3247,1,22,M
3,69,50,0,n,1997,1,22,M
3,70,50,1,b,1325,1,22,M
3,71,100,1,b,1394,1,22,M
3,72,100,0,n,2970,1,22,M
3,73,100,1,b,1604,1,22,M
3,74,100,0,n,2364,1,22,M
3,75,150,1,b,3273,1,22,M
3,76,0,0,n,2243,1,22,M
3,77,0,1,b,1283,1,22,M
3,78,50,1,b,2769,1,22,M
3,79,50,0,n,2052,1,22,M
3,80,150,0,b,2670,0,22,M
3,81,50,0,n,1598,1,22,M
3,82,0,1,b,985,1,22,M
3,83,150,0,n,2374,1,22,M
3,84,50,1,b,2597,1,22,M
3,85,100,1,b,2977,1,22,M
3,86,0,0,n,2644,1,22,M
3,87,150,1,b,1845,1,22,M
3,88,100,0,n,2583,1,22,M
3,89,100,0,n,1915,1,22,M
3,90,50,1,b,1175,1,22,M
3,91,0,1,b,918,1,22,M
3,92,150,1,n,2730,0,22,M
3,93,150,0,n,2196,1,22,M
3,94,50,0,n,1953,1,22,M
3,95,100,1,b,1336,1,22,M
3,96,0,0,n,3396,1,22,M
38,1,0,0,n,5814,1,22,F
38,2,150,0,n,5351,1,22,F
38,3,150,1,b,4852,1,22,F
38,4,100,1,n,6869,0,22,F
38,5,50,1,b,3681,1,22,F
38,6,50,0,n,4445,1,22,F
38,7,100,0,n,5543,1,22,F
38,8,0,1,b,1777,1,22,F
38,9,150,0,n,5481,1,22,F
38,11,50,0,n,5270,1,22,F
38,12,0,0,n,3679,1,22,F
38,13,0,1,b,1741,1,22,F
38,14,100,0,n,4772,1,22,F
38,15,100,1,b,4231,1,22,F
38,16,50,1,b,3961,1,22,F
38,17,100,0,n,5735,1,22,F
38,18,150,1,b,3276,1,22,F
38,19,50,0,n,4374,1,22,F
38,20,50,1,b,2258,1,22,F
38,21,100,0,n,4610,1,22,F
38,22,0,0,n,1988,1,22,F
38,23,0,1,b,1749,1,22,F
38,24,150,0,n,4943,1,22,F
38,25,150,0,n,4529,1,22,F
38,26,50,0,n,5816,1,22,F
38,27,50,1,b,3954,1,22,F
38,28,100,1,b,3608,1,22,F
38,29,0,1,b,1232,1,22,F
38,30,0,0,n,3805,1,22,F
38,31,150,1,b,4914,1,22,F
38,32,100,0,n,4181,1,22,F
38,33,50,1,b,4069,1,22,F
38,34,100,1,b,5593,1,22,F
38,35,150,1,b,6309,1,22,F
38,36,0,0,n,4177,1,22,F
38,37,100,1,n,4810,0,22,F
38,38,150,0,n,3902,1,22,F
38,39,0,1,b,1270,1,22,F
38,40,50,0,n,3336,1,22,F
38,41,150,1,b,4068,1,22,F
38,42,0,0,n,2885,1,22,F
38,43,100,1,b,6108,1,22,F
38,44,150,0,n,2916,1,22,F
38,45,50,0,n,3730,1,22,F
38,46,100,0,n,3618,1,22,F
38,47,0,1,b,1489,1,22,F
38,48,50,1,b,2137,1,22,F
38,49,100,0,n,3385,1,22,F
38,50,150,0,n,3220,1,22,F
38,51,0,1,b,1235,1,22,F
38,52,0,0,n,2685,1,22,F
38,53,100,1,b,2935,1,22,F
38,54,50,0,n,1827,1,22,F
38,55,150,1,b,3110,1,22,F
38,56,50,1,b,2859,1,22,F
38,57,150,0,n,2588,1,22,F
38,58,100,0,n,3632,1,22,F
38,59,150,1,b,2770,1,22,F
38,60,100,1,b,4151,1,22,F
38,61,0,1,b,1562,1,22,F
38,62,0,0,n,2400,1,22,F
38,63,50,0,n,1874,1,22,F
38,64,50,1,b,2241,1,22,F
38,65,150,0,n,3210,1,22,F
38,66,0,1,b,1549,1,22,F
38,67,150,1,b,3147,1,22,F
38,68,0,0,n,2207,1,22,F
38,69,50,0,n,4027,1,22,F
38,70,50,1,b,1619,1,22,F
38,71,100,1,b,2045,1,22,F
38,72,100,0,n,3593,1,22,F
38,73,100,1,b,1611,1,22,F
38,74,100,0,n,3588,1,22,F
38,75,150,1,n,3326,0,22,F
38,76,0,0,n,3118,1,22,F
38,77,0,1,b,2004,1,22,F
38,78,50,1,b,2622,1,22,F
38,79,50,0,n,1725,1,22,F
38,80,150,0,b,2743,0,22,F
38,81,50,0,n,2052,1,22,F
38,82,0,1,b,1220,1,22,F
38,83,150,0,n,2862,1,22,F
38,84,50,1,b,2839,1,22,F
38,85,100,1,b,2992,1,22,F
38,86,0,0,n,2417,1,22,F
38,87,150,1,b,3942,1,22,F
38,88,100,0,n,4498,1,22,F
38,89,100,0,n,4884,1,22,F
38,90,50,1,b,1985,1,22,F
38,91,0,1,b,1197,1,22,F
38,92,150,1,b,2430,1,22,F
38,93,150,0,b,2561,0,22,F
38,94,50,0,n,2523,1,22,F
38,95,100,1,b,2172,1,22,F
38,96,0,0,n,3999,1,22,F
31,1,0,0,n,1550,1,26,M
31,2,150,0,b,2543,0,26,M
31,3,150,1,b,3691,1,26,M
31,4,100,1,b,5219,1,26,M
31,5,50,1,b,2847,1,26,M
31,6,50,0,n,3319,1,26,M
31,7,100,0,n,5294,1,26,M
31,8,0,1,b,1291,1,26,M
31,9,150,0,n,6158,1,26,M
31,10,150,1,b,4976,1,26,M
31,11,50,0,n,5118,1,26,M
31,12,0,0,n,3166,1,26,M
31,13,0,1,b,1256,1,26,M
31,14,100,0,n,4410,1,26,M
31,16,50,1,b,2442,1,26,M
31,17,100,0,n,7294,1,26,M
31,18,150,1,b,7374,1,26,M
31,20,50,1,b,4346,1,26,M
31,21,100,0,n,3773,1,26,M
31,22,0,0,n,2607,1,26,M
31,23,0,1,b,1211,1,26,M
31,24,150,0,b,4169,0,26,M
31,25,150,0,n,4291,1,26,M
31,26,50,0,n,2969,1,26,M
31,27,50,1,n,6448,0,26,M
31,28,100,1,b,2913,1,26,M
31,29,0,1,b,1429,1,26,M
31,30,0,0,n,3336,1,26,M
31,31,150,1,b,4685,1,26,M
31,32,100,0,n,5126,1,26,M
31,33,50,1,b,3500,1,26,M
31,34,100,1,b,2916,1,26,M
31,35,150,1,n,5787,0,26,M
31,36,0,0,n,1894,1,26,M
31,37,100,1,b,2494,1,26,M
31,38,150,0,b,5402,0,26,M
31,39,0,1,b,1504,1,26,M
31,40,50,0,n,1518,1,26,M
31,41,150,1,b,3580,1,26,M
31,42,0,0,n,1848,1,26,M
31,43,100,1,b,4499,1,26,M
31,44,150,0,n,4698,1,26,M
31,45,50,0,n,1610,1,26,M
